"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Frequency","cycle/nsecond","9.49",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","GPU Speed Of Light Throughput","SM Frequency","cycle/nsecond","1.39",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","16,081,161",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","GPU Speed Of Light Throughput","Memory Throughput","%","91.86",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Throughput","%","10.33",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","GPU Speed Of Light Throughput","Duration","msecond","11.54",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","95.66",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","GPU Speed Of Light Throughput","L2 Cache Throughput","%","18.50",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","GPU Speed Of Light Throughput","SM Active Cycles","cycle","15,420,141.09",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","54.32",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","SpeedOfLight","","","","SOLBottleneck","INF","The kernel is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing L1 in the Memory Workload Analysis section.","",""
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (fp32) to double (fp64) performance on this device is 64:1. The kernel achieved 41% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","PM Sampling","Maximum Buffer Size","Mbyte","3.80",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","PM Sampling","Dropped Samples","sample","0",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","PM Sampling","Maximum Sampling Interval","msecond","1.02",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","PM Sampling","# Pass Groups","","2",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Compute Workload Analysis","Executed Ipc Active","inst/cycle","2.21",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","2.13",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Compute Workload Analysis","Issue Slots Busy","%","55.37",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Compute Workload Analysis","Issued Ipc Active","inst/cycle","2.21",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Compute Workload Analysis","SM Busy","%","55.37",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","ComputeWorkloadAnalysis","","","","HighPipeUtilization","INF","FMA is the highest-utilized pipeline (42.6%) based on active cycles, taking into account the rates of its different instructions. It executes 32-bit floating point (FADD, FMUL, FMAD, ...) and integer (IMUL, IMAD) operations. It is well-utilized, but should not be a bottleneck.","",""
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Memory Workload Analysis","Memory Throughput","Gbyte/second","94.09",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Memory Workload Analysis","Mem Busy","%","91.86",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Memory Workload Analysis","Max Bandwidth","%","54.32",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Memory Workload Analysis","L1/TEX Hit Rate","%","18.86",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Memory Workload Analysis","L2 Hit Rate","%","77.49",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","Memory Workload Analysis","Mem Pipes Busy","%","54.32",
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global loads from L1TEX might not be optimal. On average, only 28.9 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global loads.","global","8.931"
"0","4989","bench","127.0.0.1","double_buffer(int, int, int, float, float, const float *, const float *, float *)","1","7","(16, 16, 1)","(32, 32, 1)","0","8.6","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global stores to L1TEX might not be optimal. On average, only 4.0 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global stores.","global","80.38"
